submit_date,test_id,PM2.5,PM10,O3
2018-03-07,nansanhuan_aq#7,74.0,105.0,61.0
2018-03-07,nansanhuan_aq#8,96.0,110.0,58.0
2018-03-07,nansanhuan_aq#9,88.0,120.0,53.0
2018-03-07,nansanhuan_aq#10,99.0,111.0,54.0
2018-03-07,nansanhuan_aq#11,108.0,133.0,49.0
2018-03-07,nansanhuan_aq#12,86.0,124.0,44.0
2018-03-07,nansanhuan_aq#13,68.0,104.0,40.0
2018-03-07,nansanhuan_aq#14,62.0,112.0,21.0
2018-03-07,nansanhuan_aq#15,63.0,118.0,13.0
2018-03-07,nansanhuan_aq#16,68.0,127.0,6.0
2018-03-07,nansanhuan_aq#17,63.0,113.0,2.0
2018-03-07,nansanhuan_aq#18,67.0,122.0,2.0
2018-03-07,nansanhuan_aq#19,69.0,117.0,2.0
2018-03-07,nansanhuan_aq#20,66.0,107.0,3.0
2018-03-07,nansanhuan_aq#21,59.0,96.0,3.0
2018-03-07,nansanhuan_aq#22,55.0,80.0,4.0
2018-03-07,nansanhuan_aq#23,56.0,80.0,2.0
2018-03-07,nansanhuan_aq#24,58.0,87.0,3.0
2018-03-07,nansanhuan_aq#25,59.0,99.0,4.0
2018-03-07,nansanhuan_aq#26,,,
2018-03-07,nansanhuan_aq#27,96.0,115.0,17.0
2018-03-07,nansanhuan_aq#28,102.0,128.0,26.0
2018-03-07,nansanhuan_aq#29,112.0,137.0,44.0
2018-03-07,nansanhuan_aq#30,120.0,129.0,65.0
2018-03-07,nansanhuan_aq#31,127.0,165.0,78.0
2018-03-07,nansanhuan_aq#32,138.0,190.0,77.0
2018-03-07,nansanhuan_aq#33,152.0,188.0,68.0
2018-03-07,nansanhuan_aq#34,161.0,197.0,48.0
2018-03-07,nansanhuan_aq#35,167.0,205.0,37.0
2018-03-07,nansanhuan_aq#36,171.0,200.0,11.0
2018-03-07,nansanhuan_aq#37,169.0,207.0,4.0
2018-03-07,nansanhuan_aq#38,146.0,207.0,6.0
2018-03-07,nansanhuan_aq#39,139.0,201.0,7.0
2018-03-07,nansanhuan_aq#40,155.0,200.0,2.0
2018-03-07,nansanhuan_aq#41,155.0,210.0,2.0
2018-03-07,nansanhuan_aq#42,150.0,200.0,2.0
2018-03-07,nansanhuan_aq#43,149.0,187.0,2.0
2018-03-07,nansanhuan_aq#44,146.0,174.0,14.0
2018-03-07,nansanhuan_aq#45,143.0,161.0,23.0
2018-03-07,nansanhuan_aq#46,149.0,158.0,10.0
2018-03-07,nansanhuan_aq#47,155.0,161.0,2.0
2018-03-07,dongsihuan_aq#0,11.0,36.0,13.0
2018-03-07,dongsihuan_aq#1,10.0,38.0,33.0
2018-03-07,dongsihuan_aq#2,8.0,31.0,50.0
2018-03-07,dongsihuan_aq#3,9.0,33.0,
2018-03-07,dongsihuan_aq#4,10.0,40.0,47.0
2018-03-07,dongsihuan_aq#5,12.0,47.0,46.0
2018-03-07,dongsihuan_aq#6,26.0,53.0,44.0
2018-03-07,dongsihuan_aq#7,56.0,82.0,55.0
2018-03-07,dongsihuan_aq#8,76.0,108.0,60.0
2018-03-07,dongsihuan_aq#9,89.0,113.0,64.0
2018-03-07,dongsihuan_aq#10,81.0,114.0,57.0
2018-03-07,dongsihuan_aq#11,106.0,117.0,
2018-03-07,dongsihuan_aq#12,92.0,122.0,
2018-03-07,dongsihuan_aq#13,75.0,111.0,
2018-03-07,dongsihuan_aq#14,62.0,105.0,
2018-03-07,dongsihuan_aq#15,55.0,97.0,46.0
2018-03-07,dongsihuan_aq#16,56.0,92.0,34.0
2018-03-07,dongsihuan_aq#17,55.0,92.0,22.0
2018-03-07,dongsihuan_aq#18,60.0,113.0,19.0
2018-03-07,dongsihuan_aq#19,61.0,105.0,18.0
2018-03-07,dongsihuan_aq#20,59.0,106.0,2.0
2018-03-07,dongsihuan_aq#21,48.0,97.0,2.0
2018-03-07,dongsihuan_aq#22,48.0,87.0,2.0
2018-03-07,dongsihuan_aq#23,53.0,89.0,2.0
2018-03-07,dongsihuan_aq#24,57.0,102.0,2.0
2018-03-07,dongsihuan_aq#25,58.0,119.0,4.0
2018-03-07,dongsihuan_aq#26,61.0,95.0,9.0
2018-03-07,dongsihuan_aq#27,69.0,96.0,13.0
2018-03-07,dongsihuan_aq#28,92.0,110.0,19.0
2018-03-07,dongsihuan_aq#29,110.0,132.0,34.0
2018-03-07,dongsihuan_aq#30,124.0,124.0,66.0
2018-03-07,dongsihuan_aq#31,125.0,147.0,84.0
2018-03-07,dongsihuan_aq#32,131.0,173.0,88.0
2018-03-07,dongsihuan_aq#33,140.0,172.0,95.0
2018-03-07,dongsihuan_aq#34,144.0,166.0,92.0
2018-03-07,dongsihuan_aq#35,140.0,162.0,78.0
2018-03-07,dongsihuan_aq#36,146.0,172.0,27.0
2018-03-07,dongsihuan_aq#37,140.0,203.0,2.0
2018-03-07,dongsihuan_aq#38,140.0,194.0,2.0
2018-03-07,dongsihuan_aq#39,141.0,207.0,2.0
2018-03-07,dongsihuan_aq#40,145.0,202.0,2.0
2018-03-07,dongsihuan_aq#41,152.0,209.0,2.0
2018-03-07,dongsihuan_aq#42,160.0,238.0,2.0
2018-03-07,dongsihuan_aq#43,151.0,213.0,2.0
2018-03-07,dongsihuan_aq#44,146.0,191.0,2.0
2018-03-07,dongsihuan_aq#45,142.0,183.0,2.0
2018-03-07,dongsihuan_aq#46,146.0,161.0,2.0
2018-03-07,dongsihuan_aq#47,154.0,173.0,2.0
2018-03-07,CD1#0,5,10.2,
2018-03-07,CD1#1,5.5,1.7,
2018-03-07,CD1#2,7.2,7.3,
2018-03-07,CD1#3,7.4,4,
2018-03-07,CD1#4,5.6,6.8,
2018-03-07,CD1#5,6.5,4.6,
2018-03-07,CD1#6,4.8,9.6,
2018-03-07,CD1#7,5.6,9.8,
2018-03-07,CD1#8,5.5,10.1,
2018-03-07,CD1#9,9.6,9.7,
2018-03-07,CD1#10,5.6,5.6,
2018-03-07,CD1#11,1.2,8.9,
2018-03-07,CD1#12,8.2,10.7,
2018-03-07,CD1#13,6.5,3.9,
2018-03-07,CD1#14,3.5,8.5,
2018-03-07,CD1#15,8.5,9.3,
2018-03-07,CD1#16,5.9,9,
2018-03-07,CD1#17,5.5,9.9,
2018-03-07,CD1#18,11.7,19.7,
2018-03-07,CD1#19,13.4,24.6,
2018-03-07,CD1#20,15.4,23.2,
2018-03-07,CD1#21,10.5,19.4,
2018-03-07,CD1#22,12.8,19,
2018-03-07,CD1#23,12.4,16.8,
2018-03-07,CD1#24,10.2,15.2,
2018-03-07,CD1#25,8.7,11.7,
2018-03-07,CD1#26,10.5,14.7,
2018-03-07,CD1#27,9,16.2,
2018-03-07,CD1#28,8.1,16.6,
2018-03-07,CD1#29,9.3,16.9,
2018-03-07,CD1#30,16.2,31.6,
2018-03-07,CD1#31,19.6,38,
2018-03-07,CD1#32,21.3,43.3,
2018-03-07,CD1#33,22.8,65.9,
2018-03-07,CD1#34,17.2,51.6,
2018-03-07,CD1#35,16.3,35.8,
2018-03-07,CD1#36,13.7,33.5,
2018-03-07,CD1#37,14.6,29.2,
2018-03-07,CD1#38,15.4,22.5,
2018-03-07,CD1#39,23.1,29.5,
2018-03-07,CD1#40,21.3,21.9,
2018-03-07,CD1#41,20.5,19.1,
2018-03-07,CD1#42,24.4,26.2,
2018-03-07,CD1#43,27.5,28.5,
2018-03-07,CD1#44,27.3,24.3,
2018-03-07,CD1#45,26.5,23.2,
2018-03-07,CD1#46,19.4,20.9,
2018-03-07,CD1#47,18.8,21.2,
2018-03-07,BL0#0,2.6,11.4,
2018-03-07,BL0#1,1.4,5.6,
2018-03-07,BL0#2,0,0,
2018-03-07,BL0#3,3.2,3.5,
2018-03-07,BL0#4,0,4,
2018-03-07,BL0#5,0.9,3.2,
2018-03-07,BL0#6,0,3.9,
2018-03-07,BL0#7,0.5,8.3,
2018-03-07,BL0#8,3.5,8.1,
2018-03-07,BL0#9,2.5,8,
2018-03-07,BL0#10,1.1,8.6,
2018-03-07,BL0#11,1.9,11.4,
2018-03-07,BL0#12,0.8,9.8,
2018-03-07,BL0#13,3.4,10.7,
2018-03-07,BL0#14,2.8,10.6,
2018-03-07,BL0#15,6.3,16.4,
2018-03-07,BL0#16,1.1,9.3,
2018-03-07,BL0#17,0.7,8.3,
2018-03-07,BL0#18,2.6,10.4,
2018-03-07,BL0#19,7.5,17.4,
2018-03-07,BL0#20,7.6,15.6,
2018-03-07,BL0#21,5.4,16.1,
2018-03-07,BL0#22,5.4,12.7,
2018-03-07,BL0#23,6.4,15.6,
2018-03-07,BL0#24,5.2,12.6,
2018-03-07,BL0#25,5.5,12.4,
2018-03-07,BL0#26,3.7,10.7,
2018-03-07,BL0#27,3.6,15.4,
2018-03-07,BL0#28,3.5,13.7,
2018-03-07,BL0#29,1.7,12.8,
2018-03-07,BL0#30,4.1,15.2,
2018-03-07,BL0#31,4.6,18.7,
2018-03-07,BL0#32,8.5,23.3,
2018-03-07,BL0#33,7.9,28.4,
2018-03-07,BL0#34,6.6,22.8,
2018-03-07,BL0#35,11.1,22.8,
2018-03-07,BL0#36,6.8,20.7,
2018-03-07,BL0#37,10.4,22.6,
2018-03-07,BL0#38,9.2,15.4,
2018-03-07,BL0#39,13.1,17.8,
2018-03-07,BL0#40,12.4,16,
2018-03-07,BL0#41,11.6,15.1,
2018-03-07,BL0#42,11.1,13.8,
2018-03-07,BL0#43,14.7,20,
2018-03-07,BL0#44,18.5,21.9,
2018-03-07,BL0#45,16.1,19.3,
2018-03-07,BL0#46,13,17.1,
2018-03-07,BL0#47,15.2,21.4,
2018-03-07,GR4#0,,11.5,
2018-03-07,GR4#1,,7.1,
2018-03-07,GR4#2,,3.3,
2018-03-07,GR4#3,,6.3,
2018-03-07,GR4#4,,7,
2018-03-07,GR4#5,,5,
2018-03-07,GR4#6,,11.7,
2018-03-07,GR4#7,,9.9,
2018-03-07,GR4#8,,10.1,
2018-03-07,GR4#9,,2.6,
2018-03-07,GR4#10,,8.6,
2018-03-07,GR4#11,0,2.8,
2018-03-07,GR4#12,-2.1,3.6,
2018-03-07,GR4#13,2.1,3.8,
2018-03-07,GR4#14,7,8.5,
2018-03-07,GR4#15,9.2,10.9,
2018-03-07,GR4#16,4,7.2,
2018-03-07,GR4#17,6.2,5.9,
2018-03-07,GR4#18,13.8,15.7,
2018-03-07,GR4#19,9.6,15.9,
2018-03-07,GR4#20,4.6,13.2,
2018-03-07,GR4#21,,8.6,
2018-03-07,GR4#22,6.1,13.8,
2018-03-07,GR4#23,15.7,16.9,
2018-03-07,GR4#24,11.6,13.5,
2018-03-07,GR4#25,10.2,13.5,
2018-03-07,GR4#26,8,12.5,
2018-03-07,GR4#27,4.8,9,
2018-03-07,GR4#28,5.3,8.8,
2018-03-07,GR4#29,4.7,10.5,
2018-03-07,GR4#30,2.4,9,
2018-03-07,GR4#31,11.4,14.4,
2018-03-07,GR4#32,10.1,18.2,
2018-03-07,GR4#33,13.6,24.8,
2018-03-07,GR4#34,7.2,18.8,
2018-03-07,GR4#35,8.2,18.8,
2018-03-07,GR4#36,7.1,17.7,
2018-03-07,GR4#37,,13.6,
2018-03-07,GR4#38,,14.8,
2018-03-07,GR4#39,5.7,15.9,
2018-03-07,GR4#40,9.6,14.9,
2018-03-07,GR4#41,10.9,17.4,
2018-03-07,GR4#42,10.6,14.5,
2018-03-07,GR4#43,10.3,15.1,
2018-03-07,GR4#44,14.8,18.1,
2018-03-07,GR4#45,11.5,13.5,
2018-03-07,GR4#46,11.8,16.5,
2018-03-07,GR4#47,10.6,16.3,
2018-03-07,MY7#0,9,15.2,
2018-03-07,MY7#1,3.9,12.6,
2018-03-07,MY7#2,5.3,8.1,
2018-03-07,MY7#3,3.4,8.6,
2018-03-07,MY7#4,5.9,8.7,
2018-03-07,MY7#5,8,12.6,
2018-03-07,MY7#6,6.3,17.2,
2018-03-07,MY7#7,6.9,15.4,
2018-03-07,MY7#8,5.8,13.7,
2018-03-07,MY7#9,8.8,20.5,
2018-03-07,MY7#10,6.6,30.4,
2018-03-07,MY7#11,8.5,29.5,
2018-03-07,MY7#12,11.4,19.7,
2018-03-07,MY7#13,,20.8,
2018-03-07,MY7#14,,23.4,
2018-03-07,MY7#15,,23.9,
2018-03-07,MY7#16,,29.7,
2018-03-07,MY7#17,,27.7,
2018-03-07,MY7#18,,41.3,
2018-03-07,MY7#19,,36.3,
2018-03-07,MY7#20,,33.2,
2018-03-07,MY7#21,,32.3,
2018-03-07,MY7#22,,35.1,
2018-03-07,MY7#23,,31.7,
2018-03-07,MY7#24,,30.8,
2018-03-07,MY7#25,,30,
2018-03-07,MY7#26,,24,
2018-03-07,MY7#27,,21.5,
2018-03-07,MY7#28,,25.1,
2018-03-07,MY7#29,,28.9,
2018-03-07,MY7#30,,29.5,
2018-03-07,MY7#31,,29.3,
2018-03-07,MY7#32,,37.4,
2018-03-07,MY7#33,,37.8,
2018-03-07,MY7#34,,33,
2018-03-07,MY7#35,,31.6,
2018-03-07,MY7#36,,29.8,
2018-03-07,MY7#37,10.3,28.8,
2018-03-07,MY7#38,,24.9,
2018-03-07,MY7#39,,24.5,
2018-03-07,MY7#40,18.4,21.7,
2018-03-07,MY7#41,14.2,24,
2018-03-07,MY7#42,18.2,23.5,
2018-03-07,MY7#43,24.7,23.1,
2018-03-07,MY7#44,22.8,28.6,
2018-03-07,MY7#45,22.6,27.9,
2018-03-07,MY7#46,23.1,27.7,
2018-03-07,MY7#47,22.2,31.8,
2018-03-07,HV1#0,0.3,6.5,
2018-03-07,HV1#1,3.9,5.6,
2018-03-07,HV1#2,3.2,3.6,
2018-03-07,HV1#3,-0.5,0.3,
2018-03-07,HV1#4,1.2,4.3,
2018-03-07,HV1#5,0.4,2.7,
2018-03-07,HV1#6,2.7,8,
2018-03-07,HV1#7,4.7,9.5,
2018-03-07,HV1#8,4.2,9.1,
2018-03-07,HV1#9,7,17.2,
2018-03-07,HV1#10,3.9,20,
2018-03-07,HV1#11,6,20.4,
2018-03-07,HV1#12,6.5,22.4,
2018-03-07,HV1#13,4.6,20.1,
2018-03-07,HV1#14,6.5,25.5,
2018-03-07,HV1#15,6.4,25.6,
2018-03-07,HV1#16,6.7,22.9,
2018-03-07,HV1#17,3.1,16.9,
2018-03-07,HV1#18,9.8,25.2,
2018-03-07,HV1#19,13.2,29.4,
2018-03-07,HV1#20,6,24.5,
2018-03-07,HV1#21,5.7,17.9,
2018-03-07,HV1#22,9.4,20.8,
2018-03-07,HV1#23,7.3,16.8,
2018-03-07,HV1#24,5,14.3,
2018-03-07,HV1#25,7.7,18.3,
2018-03-07,HV1#26,2.8,10.9,
2018-03-07,HV1#27,5.5,16.1,
2018-03-07,HV1#28,12.1,27.9,
2018-03-07,HV1#29,10.6,28.7,
2018-03-07,HV1#30,16.8,40.3,
2018-03-07,HV1#31,19.9,39.5,
2018-03-07,HV1#32,14.7,27.2,
2018-03-07,HV1#33,13,27.2,
2018-03-07,HV1#34,11,30.8,
2018-03-07,HV1#35,10.2,36.7,
2018-03-07,HV1#36,7.5,34,
2018-03-07,HV1#37,6.7,24.7,
2018-03-07,HV1#38,10.8,16.8,
2018-03-07,HV1#39,15.1,20.1,
2018-03-07,HV1#40,9.8,12.4,
2018-03-07,HV1#41,15.1,15.9,
2018-03-07,HV1#42,21.2,20.6,
2018-03-07,HV1#43,21.1,20.8,
2018-03-07,HV1#44,20.5,20.7,
2018-03-07,HV1#45,14.1,15.4,
2018-03-07,HV1#46,12.8,13.5,
2018-03-07,HV1#47,12.6,14.7,
2018-03-07,GN3#0,5.4,15.8,
2018-03-07,GN3#1,1.2,5.7,
2018-03-07,GN3#2,4.9,8.3,
2018-03-07,GN3#3,0.9,6.4,
2018-03-07,GN3#4,4.6,10.6,
2018-03-07,GN3#5,3.1,6.7,
2018-03-07,GN3#6,2.5,12.4,
2018-03-07,GN3#7,2.8,11.1,
2018-03-07,GN3#8,3.2,8.3,
2018-03-07,GN3#9,6.1,11.1,
2018-03-07,GN3#10,4.2,12.1,
2018-03-07,GN3#11,4.2,13.5,
2018-03-07,GN3#12,4.6,10.4,
2018-03-07,GN3#13,6.3,12.5,
2018-03-07,GN3#14,7.7,13.2,
2018-03-07,GN3#15,6,12.1,
2018-03-07,GN3#16,4.2,13.8,
2018-03-07,GN3#17,6.8,13.2,
2018-03-07,GN3#18,6.9,16.2,
2018-03-07,GN3#19,7.8,17.9,
2018-03-07,GN3#20,4.7,16.5,
2018-03-07,GN3#21,9.2,19.1,
2018-03-07,GN3#22,7.1,17.4,
2018-03-07,GN3#23,8.4,16.9,
2018-03-07,GN3#24,7.1,14.5,
2018-03-07,GN3#25,6.5,14.8,
2018-03-07,GN3#26,4.3,15.2,
2018-03-07,GN3#27,6.1,16.7,
2018-03-07,GN3#28,6.8,15.5,
2018-03-07,GN3#29,8.6,17.3,
2018-03-07,GN3#30,16.7,28.2,
2018-03-07,GN3#31,13.5,27.6,
2018-03-07,GN3#32,14.1,27,
2018-03-07,GN3#33,15.5,32.9,
2018-03-07,GN3#34,11.5,28.9,
2018-03-07,GN3#35,13.8,32.3,
2018-03-07,GN3#36,10.6,27.6,
2018-03-07,GN3#37,5.7,17.4,
2018-03-07,GN3#38,12.4,18.2,
2018-03-07,GN3#39,14.1,19.8,
2018-03-07,GN3#40,16.2,22.1,
2018-03-07,GN3#41,16.2,22.3,
2018-03-07,GN3#42,19,25.1,
2018-03-07,GN3#43,19.1,26.6,
2018-03-07,GN3#44,21.3,24.9,
2018-03-07,GN3#45,18.1,23.2,
2018-03-07,GN3#46,11.8,22,
2018-03-07,GN3#47,13.3,22,
2018-03-07,GR9#0,2.2,12.2,
2018-03-07,GR9#1,0.6,4.8,
2018-03-07,GR9#2,7.4,4.9,
2018-03-07,GR9#3,1.1,3.8,
2018-03-07,GR9#4,-0.1,6.3,
2018-03-07,GR9#5,2.1,6.8,
2018-03-07,GR9#6,2,9.8,
2018-03-07,GR9#7,1.1,4,
2018-03-07,GR9#8,-0.1,7,
2018-03-07,GR9#9,-0.1,7.9,
2018-03-07,GR9#10,3.6,7.7,
2018-03-07,GR9#11,2.1,5.1,
2018-03-07,GR9#12,3.5,4,
2018-03-07,GR9#13,2,7.4,
2018-03-07,GR9#14,0.3,9,
2018-03-07,GR9#15,2.3,9.6,
2018-03-07,GR9#16,3.1,8.9,
2018-03-07,GR9#17,1.2,7.3,
2018-03-07,GR9#18,6.1,13,
2018-03-07,GR9#19,8,22,
2018-03-07,GR9#20,5.5,19.5,
2018-03-07,GR9#21,5.3,20.7,
2018-03-07,GR9#22,4.8,17.4,
2018-03-07,GR9#23,3.6,19,
2018-03-07,GR9#24,4.6,15.4,
2018-03-07,GR9#25,3.6,13,
2018-03-07,GR9#26,5,15.8,
2018-03-07,GR9#27,5.5,20.5,
2018-03-07,GR9#28,4.9,19.3,
2018-03-07,GR9#29,10.3,28.9,
2018-03-07,GR9#30,13.1,28.8,
2018-03-07,GR9#31,14.6,35.6,
2018-03-07,GR9#32,13.9,36.4,
2018-03-07,GR9#33,9.9,34.5,
2018-03-07,GR9#34,9,34,
2018-03-07,GR9#35,11.1,26.3,
2018-03-07,GR9#36,8.1,26.6,
2018-03-07,GR9#37,7.1,21.3,
2018-03-07,GR9#38,9.6,21.5,
2018-03-07,GR9#39,13.4,25.7,
2018-03-07,GR9#40,11.8,19.5,
2018-03-07,GR9#41,12.1,18,
2018-03-07,GR9#42,13.9,17.4,
2018-03-07,GR9#43,16.5,26.8,
2018-03-07,GR9#44,17.2,23.3,
2018-03-07,GR9#45,12.4,20.2,
2018-03-07,GR9#46,11.6,22.5,
2018-03-07,GR9#47,11.7,21.4,
2018-03-07,LW2#0,5.2,8.1,
2018-03-07,LW2#1,2.5,6.8,
2018-03-07,LW2#2,1.9,4.9,
2018-03-07,LW2#3,0.6,5.2,
2018-03-07,LW2#4,3.5,6.5,
2018-03-07,LW2#5,2.6,5.6,
2018-03-07,LW2#6,3.4,9.4,
2018-03-07,LW2#7,5,11.1,
2018-03-07,LW2#8,4.3,10.7,
2018-03-07,LW2#9,2.1,9.6,
2018-03-07,LW2#10,6.9,25.9,
2018-03-07,LW2#11,6.4,21.1,
2018-03-07,LW2#12,6.3,17.7,
2018-03-07,LW2#13,4.5,,
2018-03-07,LW2#14,8.6,15.2,
2018-03-07,LW2#15,9.4,13.8,
2018-03-07,LW2#16,4.5,20.9,
2018-03-07,LW2#17,9.2,29.2,
2018-03-07,LW2#18,7.8,24.6,
2018-03-07,LW2#19,14.1,,
2018-03-07,LW2#20,14.8,24,
2018-03-07,LW2#21,11.4,31.1,
2018-03-07,LW2#22,11.2,25.7,
2018-03-07,LW2#23,11.2,25.9,
2018-03-07,LW2#24,7.2,20,
2018-03-07,LW2#25,9.1,3.6,
2018-03-07,LW2#26,5.5,4.5,
2018-03-07,LW2#27,4.8,5.4,
2018-03-07,LW2#28,5.8,12.7,
2018-03-07,LW2#29,5.9,25.2,
2018-03-07,LW2#30,9.5,27,
2018-03-07,LW2#31,14.3,25.7,
2018-03-07,LW2#32,10.3,12.7,
2018-03-07,LW2#33,14.3,39.6,
2018-03-07,LW2#34,4.1,26.4,
2018-03-07,LW2#35,10.4,19.7,
2018-03-07,LW2#36,9.8,33.4,
2018-03-07,LW2#37,11.4,12.1,
2018-03-07,LW2#38,9.4,24.3,
2018-03-07,LW2#39,14.3,21,
2018-03-07,LW2#40,15,9.9,
2018-03-07,LW2#41,11.9,19.3,
2018-03-07,LW2#42,14.5,25.7,
2018-03-07,LW2#43,20.9,29.7,
2018-03-07,LW2#44,20.4,22.4,
2018-03-07,LW2#45,16.4,14.3,
2018-03-07,LW2#46,14.6,17.8,
2018-03-07,LW2#47,18.2,25.5,
2018-03-07,GN0#0,6.3,10.5,
2018-03-07,GN0#1,1.6,4.7,
2018-03-07,GN0#2,0.7,1.8,
2018-03-07,GN0#3,2.9,3.2,
2018-03-07,GN0#4,1.6,5.6,
2018-03-07,GN0#5,2.2,5.8,
2018-03-07,GN0#6,5.8,9.7,
2018-03-07,GN0#7,4,11.4,
2018-03-07,GN0#8,1.8,11.2,
2018-03-07,GN0#9,3.4,6.8,
2018-03-07,GN0#10,0.5,8.7,
2018-03-07,GN0#11,4.8,13.8,
2018-03-07,GN0#12,3.5,11.1,
2018-03-07,GN0#13,4.6,5.4,
2018-03-07,GN0#14,7.1,11,
2018-03-07,GN0#15,6.1,15.5,
2018-03-07,GN0#16,2.1,13,
2018-03-07,GN0#17,4.6,13,
2018-03-07,GN0#18,5.5,16.1,
2018-03-07,GN0#19,7.6,20.6,
2018-03-07,GN0#20,7.2,15.8,
2018-03-07,GN0#21,6.7,18,
2018-03-07,GN0#22,6.9,17.2,
2018-03-07,GN0#23,7.4,17.7,
2018-03-07,GN0#24,9.3,15.2,
2018-03-07,GN0#25,6.4,10.9,
2018-03-07,GN0#26,9,17.9,
2018-03-07,GN0#27,5.9,16.2,
2018-03-07,GN0#28,2.6,12.1,
2018-03-07,GN0#29,5.2,16.1,
2018-03-07,GN0#30,17,29.7,
2018-03-07,GN0#31,20.2,36.3,
2018-03-07,GN0#32,14,28.5,
2018-03-07,GN0#33,11.7,26.1,
2018-03-07,GN0#34,5.6,15.4,
2018-03-07,GN0#35,7.2,16.6,
2018-03-07,GN0#36,8.4,20.3,
2018-03-07,GN0#37,8.2,13.7,
2018-03-07,GN0#38,9.1,12.3,
2018-03-07,GN0#39,11.3,14.1,
2018-03-07,GN0#40,13.1,16.8,
2018-03-07,GN0#41,12.2,14.5,
2018-03-07,GN0#42,13.5,16,
2018-03-07,GN0#43,18.7,19.5,
2018-03-07,GN0#44,18.1,25.2,
2018-03-07,GN0#45,12.9,19.9,
2018-03-07,GN0#46,12.6,17.8,
2018-03-07,GN0#47,11.5,18,
2018-03-07,KF1#0,3.4,5.8,
2018-03-07,KF1#1,1.9,3,
2018-03-07,KF1#2,1.7,2.6,
2018-03-07,KF1#3,1.7,2.8,
2018-03-07,KF1#4,2.7,4.4,
2018-03-07,KF1#5,2.3,3.9,
2018-03-07,KF1#6,2.7,5.3,
2018-03-07,KF1#7,2.6,5.6,
2018-03-07,KF1#8,2.4,5.9,
2018-03-07,KF1#9,2.5,6.9,
2018-03-07,KF1#10,2.2,6.7,
2018-03-07,KF1#11,2.1,5.6,
2018-03-07,KF1#12,1.7,4.4,
2018-03-07,KF1#13,1.7,4.2,
2018-03-07,KF1#14,2.4,6.7,
2018-03-07,KF1#15,2.7,7,
2018-03-07,KF1#16,2.2,6.9,
2018-03-07,KF1#17,2.1,5.6,
2018-03-07,KF1#18,4.2,9.9,
2018-03-07,KF1#19,6.5,12.1,
2018-03-07,KF1#20,7.7,13.6,
2018-03-07,KF1#21,7.3,12.7,
2018-03-07,KF1#22,7.3,12.8,
2018-03-07,KF1#23,7.3,13.4,
2018-03-07,KF1#24,7.4,12.9,
2018-03-07,KF1#25,6.8,11.7,
2018-03-07,KF1#26,6.7,13.2,
2018-03-07,KF1#27,6.6,12.5,
2018-03-07,KF1#28,6.7,12.2,
2018-03-07,KF1#29,6.6,12.1,
2018-03-07,KF1#30,6.6,13.4,
2018-03-07,KF1#31,7.7,15.6,
2018-03-07,KF1#32,9.4,20.1,
2018-03-07,KF1#33,9.2,22.4,
2018-03-07,KF1#34,8.5,21.1,
2018-03-07,KF1#35,7.4,15.5,
2018-03-07,KF1#36,7.9,16.7,
2018-03-07,KF1#37,8.8,17.7,
2018-03-07,KF1#38,8.2,16,
2018-03-07,KF1#39,9,16.1,
2018-03-07,KF1#40,8.9,12.1,
2018-03-07,KF1#41,9.4,11.9,
2018-03-07,KF1#42,10.9,12.9,
2018-03-07,KF1#43,14.4,16.6,
2018-03-07,KF1#44,17.1,19.6,
2018-03-07,KF1#45,14.5,16.7,
2018-03-07,KF1#46,11.3,13.7,
2018-03-07,KF1#47,12.7,16.3,
2018-03-07,CD9#0,1.8,6.5,
2018-03-07,CD9#1,6.2,8.5,
2018-03-07,CD9#2,-0.1,1.8,
2018-03-07,CD9#3,4.4,5.8,
2018-03-07,CD9#4,3.4,5.3,
2018-03-07,CD9#5,5.4,8.1,
2018-03-07,CD9#6,9.1,12,
2018-03-07,CD9#7,6.3,10.4,
2018-03-07,CD9#8,5.9,9.1,
2018-03-07,CD9#9,18.3,23,
2018-03-07,CD9#10,8.2,16,
2018-03-07,CD9#11,10.9,16.2,
2018-03-07,CD9#12,3.4,10.5,
2018-03-07,CD9#13,8.2,13,
2018-03-07,CD9#14,5.7,9.4,
2018-03-07,CD9#15,5.6,11.2,
2018-03-07,CD9#16,5.3,15.3,
2018-03-07,CD9#17,10.8,16.6,
2018-03-07,CD9#18,18.3,28.5,
2018-03-07,CD9#19,13.7,22.2,
2018-03-07,CD9#20,18.4,25.2,
2018-03-07,CD9#21,10.2,16.7,
2018-03-07,CD9#22,9.9,17,
2018-03-07,CD9#23,15.5,22,
2018-03-07,CD9#24,11,17.5,
2018-03-07,CD9#25,10.9,16.7,
2018-03-07,CD9#26,6.9,11.6,
2018-03-07,CD9#27,6.7,11.6,
2018-03-07,CD9#28,7.1,12.8,
2018-03-07,CD9#29,11.6,20.1,
2018-03-07,CD9#30,17.9,28.7,
2018-03-07,CD9#31,19.9,30.8,
2018-03-07,CD9#32,17.5,30.2,
2018-03-07,CD9#33,18,32.7,
2018-03-07,CD9#34,21.7,31.2,
2018-03-07,CD9#35,19.9,29.6,
2018-03-07,CD9#36,14.4,22.6,
2018-03-07,CD9#37,13.3,20.4,
2018-03-07,CD9#38,14.5,20,
2018-03-07,CD9#39,20.3,22.8,
2018-03-07,CD9#40,18.2,19.9,
2018-03-07,CD9#41,19.1,18.9,
2018-03-07,CD9#42,22.1,21.2,
2018-03-07,CD9#43,22.9,22.9,
